65.44293;-96.93353;312.09999n
65.97263;-96.99564;312.30000n
66.43911;-96.96458;312.19998n
64.38538;-96.32246;311.69999n
64.87221;-96.32246;311.69999n
65.38002;-96.35337;311.80000n
65.90925;-96.41518;312.00001n
66.39656;-96.41518;312.00001n
66.90529;-96.44607;312.09999n
64.78896;-95.71265;311.29998n
65.31711;-95.77414;311.49998n
65.82475;-95.80489;311.60000n
66.35399;-95.86638;311.80000n
66.86241;-95.89713;311.89999n
64.70572;-95.10408;310.90000n
65.27517;-95.22644;311.29998n
65.78250;-95.25703;311.40000n
66.29015;-95.28761;311.49998n
66.79811;-95.31821;311.60000n
50.01311;-90.02300;295.80000n
51.94876;-90.17517;296.29999n
52.42922;-90.20560;296.39998n
52.87432;-90.17517;296.29999n
53.31910;-90.14475;296.20001n
62.40001;-94.07070;309.10000n
62.96416;-94.19242;309.49998n
63.55006;-94.34460;310.00000n
64.62247;-94.49676;310.50000n
65.17033;-94.58806;310.79999n
65.71914;-94.67937;311.10001n
66.24758;-94.74023;311.29998n
66.73378;-94.74023;311.29998n
67.24159;-94.77067;311.40000n
49.03932;-89.47017;295.49998n
49.55111;-89.56101;295.80000n
50.03001;-89.59129;295.89999n
50.50923;-89.62157;296.00000n
50.98876;-89.65184;296.09999n
51.45122;-89.65184;296.09999n
51.94876;-89.71240;296.29999n
52.41153;-89.71240;296.29999n
52.89216;-89.74267;296.39998n
53.35509;-89.74267;296.39998n
53.81803;-89.74267;296.39998n
54.28096;-89.74267;296.39998n
62.13757;-93.19431;307.79999n
62.74038;-93.37599;308.40001n
63.34505;-93.55764;308.99999n
63.91029;-93.67876;309.39999n
64.49759;-93.83015;309.89999n
65.06549;-93.95126;310.29999n
65.61350;-94.04209;310.59998n
66.16247;-94.13292;310.90000n
66.66948;-94.16319;310.99999n
67.19840;-94.22375;311.19999n
68.81098;-94.43569;311.89999n
69.34257;-94.49625;312.09999n
69.85240;-94.52652;312.19998n
70.34001;-94.52652;312.19998n
70.85031;-94.55681;312.30000n
71.36092;-94.58708;312.39998n
48.54492;-88.94841;295.30001n
49.03932;-89.00864;295.49998n
