-26.34677;-109.55633;339.10000n
-25.26514;-109.45940;338.79998n
-24.72138;-109.39478;338.59998n
-24.15681;-109.23325;338.09999n
-23.62176;-109.20094;338.00000n
-26.93980;-109.28392;339.89999n
-26.38561;-109.18746;339.60000n
-25.81714;-109.02671;339.10000n
-25.27260;-108.96240;338.90000n
-24.72138;-108.86594;338.59998n
-24.16396;-108.73734;338.20000n
-23.61477;-108.64088;337.89998n
-23.05969;-108.51227;337.50001n
-33.65331;-109.87289;343.40000n
-33.10732;-109.84089;343.29998n
-32.59011;-109.90489;343.49999n
-32.05361;-109.90489;343.49999n
-31.51711;-109.90489;343.49999n
-30.98963;-109.93689;343.60000n
-30.42639;-109.84089;343.29998n
-26.96357;-108.84903;340.19998n
-26.39338;-108.68905;339.69998n
-25.80952;-108.46508;338.99999n
-25.25768;-108.36910;338.70000n
-24.69948;-108.24111;338.29999n
-24.14967;-108.14513;338.00000n
-23.59380;-108.01715;337.59999n
-23.03236;-107.85717;337.10000n
-22.47915;-107.72918;336.69999n
-34.20956;-109.40024;343.60000n
-33.67291;-109.40024;343.60000n
-33.13625;-109.40024;343.60000n
-32.59011;-109.36839;343.49999n
-32.06294;-109.40024;343.60000n
-31.51711;-109.36839;343.49999n
-30.98963;-109.40024;343.60000n
-30.42639;-109.30471;343.29998n
-29.86408;-109.20919;342.99999n
-27.54341;-108.50872;340.79999n
-26.95565;-108.28585;340.09999n
-26.39338;-108.15849;339.69998n
-25.82475;-107.99929;339.19999n
-25.26514;-107.87193;338.79998n
-24.69948;-107.71274;338.29999n
-24.14252;-107.58538;337.89998n
-23.57983;-107.42618;337.39999n
-23.01186;-107.23514;336.79998n
-22.44577;-107.04412;336.20000n
-21.88155;-106.85308;335.59999n
-21.32557;-106.69388;335.10000n
-20.77736;-106.56652;334.69999n
-20.23645;-106.47100;334.40000n
-34.76644;-108.92693;343.79998n
-34.22947;-108.92693;343.79998n
-33.68271;-108.89525;343.69999n
-33.13625;-108.86357;343.60000n
-32.60909;-108.89525;343.69999n
-32.07228;-108.89525;343.69999n
-31.52629;-108.86357;343.60000n
-30.96257;-108.76852;343.29998n
-30.40866;-108.70515;343.09998n
-29.84667;-108.61010;342.79999n
-29.27706;-108.48337;342.39998n
-27.55149;-108.00812;340.90000n
-26.98735;-107.88139;340.50000n
